Frame,X,Y,Z
138,0.25372549891471863,-0.06008439511060715,0.3678455948829651
139,0.2524039149284363,-0.060633935034275055,0.36694061756134033
140,0.24775439500808716,-0.05912815034389496,0.3662526309490204
141,0.24607138335704803,-0.05889194458723068,0.36478951573371887
142,0.2454635202884674,-0.061512693762779236,0.36388838291168213
143,0.24437260627746582,-0.06055083125829697,0.36227115988731384
144,0.24308432638645172,-0.060231614857912064,0.36036133766174316
145,0.24284565448760986,-0.060003429651260376,0.35899609327316284
146,0.24379585683345795,-0.060582734644412994,0.3583870530128479
147,0.2448975145816803,-0.06051834672689438,0.35800614953041077
148,0.24370506405830383,-0.061241015791893005,0.3582535684108734
149,0.2450254261493683,-0.06259215623140335,0.35819315910339355
150,0.24342063069343567,-0.06270483136177063,0.35883796215057373
151,0.24502728879451752,-0.06276700645685196,0.3591937720775604
152,0.24460579454898834,-0.06420082598924637,0.3595776855945587
153,0.2451041042804718,-0.06278669089078903,0.3593063950538635
154,0.24517466127872467,-0.06417085975408554,0.3594098389148712
155,0.2459746152162552,-0.06351800262928009,0.35958075523376465
156,0.24595336616039276,-0.06437467038631439,0.3605513572692871
157,0.2465916872024536,-0.064033143222332,0.3624970018863678
158,0.250171959400177,-0.06390684843063354,0.3657166659832001
159,0.2515752613544464,-0.0626932829618454,0.36674919724464417
160,0.25062689185142517,-0.06210671737790108,0.36740243434906006
161,0.25187715888023376,-0.06276851147413254,0.36718928813934326
162,0.25117027759552,-0.06416186690330505,0.3671760559082031
163,0.2509206235408783,-0.0634009838104248,0.3668111264705658
164,0.2527356743812561,-0.06472444534301758,0.3664105236530304
165,0.2536158859729767,-0.06320404261350632,0.36567166447639465
166,0.25533297657966614,-0.057940561324357986,0.36317166686058044
167,0.25476783514022827,-0.057501450181007385,0.3604193329811096
168,0.2538861930370331,-0.05578728765249252,0.3582089841365814
169,0.2509007155895233,-0.05896942690014839,0.3568674325942993
170,0.25158193707466125,-0.05797931179404259,0.3549579381942749
171,0.246633842587471,-0.05358953773975372,0.35270529985427856
172,0.24619759619235992,-0.05571693554520607,0.3492339551448822
173,0.24309995770454407,-0.05083958059549332,0.34765157103538513
174,0.23998071253299713,-0.04994222894310951,0.3460119962692261
175,0.2397667020559311,-0.045830126851797104,0.3447587490081787
176,0.23888903856277466,-0.04578748717904091,0.34443798661231995
177,0.23937824368476868,-0.04575587809085846,0.3442001938819885
178,0.24016104638576508,-0.04381692782044411,0.34438467025756836
179,0.24242998659610748,-0.04518284276127815,0.34481915831565857
180,0.24343548715114594,-0.04524793475866318,0.3453159034252167
181,0.24274182319641113,-0.04602152109146118,0.34619849920272827
182,0.24307185411453247,-0.048060592263936996,0.34666919708251953
183,0.2410276234149933,-0.045536939054727554,0.34752148389816284
184,0.24336351454257965,-0.04494195803999901,0.3480284810066223
185,0.24400769174098969,-0.047050416469573975,0.34894970059394836
186,0.24516169726848602,-0.046606630086898804,0.350600004196167
187,0.24769628047943115,-0.04270115867257118,0.35135987401008606
188,0.24478983879089355,-0.04399434104561806,0.35102227330207825
189,0.2463158816099167,-0.04669912904500961,0.3512958288192749
190,0.24708254635334015,-0.044835373759269714,0.35238927602767944
191,0.2500179409980774,-0.046471428126096725,0.35465317964553833
192,0.26422590017318726,-0.05067352205514908,0.37582048773765564
193,0.2605215907096863,-0.05136150121688843,0.3756284713745117
194,0.26008981466293335,-0.04927334561944008,0.3760363757610321
195,0.2624206244945526,-0.04657476395368576,0.3773326277732849
196,0.26327139139175415,-0.046853795647621155,0.37959325313568115
197,0.2637195587158203,-0.04706251621246338,0.3812842071056366
198,0.2641466557979584,-0.04700956866145134,0.3808552622795105
199,0.26154613494873047,-0.04595600441098213,0.3781418800354004
200,0.25872981548309326,-0.04642719775438309,0.3761371076107025
201,0.25601521134376526,-0.04832914471626282,0.37425869703292847
202,0.2523420751094818,-0.04776845872402191,0.36991679668426514
203,0.2523624300956726,-0.050165314227342606,0.36688026785850525
204,0.2493077665567398,-0.05136142671108246,0.36546871066093445
205,0.25038883090019226,-0.052281711250543594,0.36705344915390015
206,0.2503185272216797,-0.05142638459801674,0.3659309148788452
207,0.24707306921482086,-0.05326281860470772,0.3642221689224243
208,0.24572154879570007,-0.05297147110104561,0.3622298538684845
209,0.24429897964000702,-0.05349909886717796,0.3611445426940918
210,0.24566015601158142,-0.05624183267354965,0.3611276149749756
211,0.24388308823108673,-0.054932694882154465,0.3615454435348511
212,0.24473582208156586,-0.05857230722904205,0.3628096282482147
213,0.24337853491306305,-0.0578879676759243,0.36284199357032776
214,0.24167200922966003,-0.05398549884557724,0.36442798376083374
