Frame,X,Y,Z
1,0.022088423371315002,0.022217024117708206,0.5829162001609802
2,0.020724747329950333,-0.003904084675014019,0.52080899477005
3,0.019748518243432045,-0.01381103228777647,0.5211657881736755
4,0.015057282522320747,-0.019094014540314674,0.5303553938865662
5,0.015898961573839188,-0.011914221569895744,0.5248682498931885
6,0.016945453360676765,-0.013949507847428322,0.5263912677764893
7,0.01978076435625553,-0.008873360231518745,0.5220167636871338
8,0.019778260961174965,-0.008872237987816334,0.5219507217407227
9,0.018795087933540344,-0.007883988320827484,0.5221937298774719
10,0.018021289259195328,-0.028072090819478035,0.5286052227020264
11,0.014188536442816257,-0.011140135116875172,0.5356080532073975
12,0.014225631020963192,-0.020354069769382477,0.5370083451271057
13,0.01888195611536503,-0.011908295564353466,0.524607241153717
14,0.012441173195838928,-0.0312030091881752,0.5483179092407227
15,0.021024448797106743,0.004071954637765884,0.5283404588699341
16,0.021101627498865128,0.006102398037910461,0.5302799344062805
17,0.018895268440246582,-0.02089572511613369,0.5249770879745483
18,0.02417551353573799,0.009144797921180725,0.5313931107521057
19,0.013166164048016071,-0.030469318851828575,0.535425066947937
20,0.022931067273020744,0.0030543722677975893,0.5260120630264282
21,0.019871100783348083,-0.0218693595379591,0.5244007706642151
22,0.020901614800095558,-0.007930186577141285,0.5252536535263062
23,0.02087421715259552,-0.009913566522300243,0.5245651602745056
24,0.019857779145240784,-0.012891536578536034,0.5240492224693298
25,0.015995211899280548,-0.020014366135001183,0.5280457735061646
26,0.02085208147764206,-0.002932241652160883,0.5240089297294617
27,0.019844429567456245,-0.01785905845463276,0.5236969590187073
28,0.02281697653234005,-0.01387010421603918,0.5233949422836304
29,0.018880991265177727,-0.016892269253730774,0.5245804190635681
30,0.021894685924053192,5.536790195037611e-05,0.5251307487487793
31,0.018929453566670418,-0.02293247915804386,0.5259268879890442
32,0.02182435616850853,-0.01785043068230152,0.5234439373016357
33,0.01886955462396145,-0.019870974123477936,0.5242626667022705
34,0.020810430869460106,-0.016840161755681038,0.522962212562561
35,0.015115096233785152,-0.030296698212623596,0.5323917269706726
36,0.021956153213977814,-0.0009452406084164977,0.5266050100326538
