Frame,X,Y,Z
1,0.2980489134788513,-0.040151022374629974,0.5161210894584656
2,0.3060346245765686,-0.033065252006053925,0.4710559546947479
3,0.5941205024719238,-0.04869615286588669,0.917167067527771
4,0.15907780826091766,-0.011758522130548954,0.258462131023407
5,0.15907780826091766,-0.011758522130548954,0.258462131023407
6,0.15907780826091766,-0.011758522130548954,0.258462131023407
7,0.15907780826091766,-0.011758522130548954,0.258462131023407
8,0.15907780826091766,-0.011758522130548954,0.258462131023407
9,0.15907780826091766,-0.011758522130548954,0.258462131023407
10,0.15907780826091766,-0.011758522130548954,0.258462131023407
11,0.15907780826091766,-0.011758522130548954,0.258462131023407
12,0.15907780826091766,-0.011758522130548954,0.258462131023407
13,0.15907780826091766,-0.011758522130548954,0.258462131023407
14,0.15907780826091766,-0.011758522130548954,0.258462131023407
15,0.15907780826091766,-0.011758522130548954,0.258462131023407
16,0.15907780826091766,-0.011758522130548954,0.258462131023407
17,0.15907780826091766,-0.011758522130548954,0.258462131023407
18,0.15907780826091766,-0.011758522130548954,0.258462131023407
19,0.15907780826091766,-0.011758522130548954,0.258462131023407
20,0.15907780826091766,-0.011758522130548954,0.258462131023407
21,0.15907780826091766,-0.011758522130548954,0.258462131023407
22,0.15907780826091766,-0.011758522130548954,0.258462131023407
23,0.15907780826091766,-0.011758522130548954,0.258462131023407
24,0.15907780826091766,-0.011758522130548954,0.258462131023407
25,0.15907780826091766,-0.011758522130548954,0.258462131023407
26,0.15907780826091766,-0.011758522130548954,0.258462131023407
27,0.15907780826091766,-0.011758522130548954,0.258462131023407
28,0.15907780826091766,-0.011758522130548954,0.258462131023407
29,0.15907780826091766,-0.011758522130548954,0.258462131023407
30,0.15907780826091766,-0.011758522130548954,0.258462131023407
31,0.15907780826091766,-0.011758522130548954,0.258462131023407
32,0.15907780826091766,-0.011758522130548954,0.258462131023407
33,0.15907780826091766,-0.011758522130548954,0.258462131023407
34,0.15907780826091766,-0.011758522130548954,0.258462131023407
35,0.15907780826091766,-0.011758522130548954,0.258462131023407
36,0.15907780826091766,-0.011758522130548954,0.258462131023407
37,0.15907780826091766,-0.011758522130548954,0.258462131023407
38,0.15907780826091766,-0.011758522130548954,0.258462131023407
39,0.15907780826091766,-0.011758522130548954,0.258462131023407
40,0.15907780826091766,-0.011758522130548954,0.258462131023407
41,0.15907780826091766,-0.011758522130548954,0.258462131023407
42,0.15907780826091766,-0.011758522130548954,0.258462131023407
43,0.15907780826091766,-0.011758522130548954,0.258462131023407
44,0.15907780826091766,-0.011758522130548954,0.258462131023407
45,0.15907780826091766,-0.011758522130548954,0.258462131023407
46,0.15907780826091766,-0.011758522130548954,0.258462131023407
47,0.15907780826091766,-0.011758522130548954,0.258462131023407
48,0.15907780826091766,-0.011758522130548954,0.258462131023407
49,0.15907780826091766,-0.011758522130548954,0.258462131023407
50,0.15907780826091766,-0.011758522130548954,0.258462131023407
51,0.15907780826091766,-0.011758522130548954,0.258462131023407
52,0.15907780826091766,-0.011758522130548954,0.258462131023407
53,0.15907780826091766,-0.011758522130548954,0.258462131023407
54,0.15907780826091766,-0.011758522130548954,0.258462131023407
55,0.15907780826091766,-0.011758522130548954,0.258462131023407
56,0.15907780826091766,-0.011758522130548954,0.258462131023407
57,0.15907780826091766,-0.011758522130548954,0.258462131023407
58,0.15907780826091766,-0.011758522130548954,0.258462131023407
59,0.15907780826091766,-0.011758522130548954,0.258462131023407
60,0.15907780826091766,-0.011758522130548954,0.258462131023407
61,0.15907780826091766,-0.011758522130548954,0.258462131023407
62,0.15907780826091766,-0.011758522130548954,0.258462131023407
63,0.15907780826091766,-0.011758522130548954,0.258462131023407
64,0.15907780826091766,-0.011758522130548954,0.258462131023407
65,0.15907780826091766,-0.011758522130548954,0.258462131023407
66,0.15907780826091766,-0.011758522130548954,0.258462131023407
67,0.15907780826091766,-0.011758522130548954,0.258462131023407
68,0.15907780826091766,-0.011758522130548954,0.258462131023407
69,0.15907780826091766,-0.011758522130548954,0.258462131023407
70,0.15907780826091766,-0.011758522130548954,0.258462131023407
71,0.15907780826091766,-0.011758522130548954,0.258462131023407
72,0.15907780826091766,-0.011758522130548954,0.258462131023407
73,0.15907780826091766,-0.011758522130548954,0.258462131023407
74,0.15907780826091766,-0.011758522130548954,0.258462131023407
75,0.15907780826091766,-0.011758522130548954,0.258462131023407
76,0.15907780826091766,-0.011758522130548954,0.258462131023407
77,0.15907780826091766,-0.011758522130548954,0.258462131023407
78,0.15907780826091766,-0.011758522130548954,0.258462131023407
79,0.15907780826091766,-0.011758522130548954,0.258462131023407
80,0.15907780826091766,-0.011758522130548954,0.258462131023407
81,0.15907780826091766,-0.011758522130548954,0.258462131023407
82,0.15907780826091766,-0.011758522130548954,0.258462131023407
83,0.15907780826091766,-0.011758522130548954,0.258462131023407
84,0.15907780826091766,-0.011758522130548954,0.258462131023407
85,0.15907780826091766,-0.011758522130548954,0.258462131023407
86,0.15907780826091766,-0.011758522130548954,0.258462131023407
87,0.15907780826091766,-0.011758522130548954,0.258462131023407
88,0.15907780826091766,-0.011758522130548954,0.258462131023407
89,0.15907780826091766,-0.011758522130548954,0.258462131023407
90,0.15907780826091766,-0.011758522130548954,0.258462131023407
91,0.15907780826091766,-0.011758522130548954,0.258462131023407
92,0.15907780826091766,-0.011758522130548954,0.258462131023407
93,0.15907780826091766,-0.011758522130548954,0.258462131023407
94,0.15907780826091766,-0.011758522130548954,0.258462131023407
95,0.15907780826091766,-0.011758522130548954,0.258462131023407
96,0.15907780826091766,-0.011758522130548954,0.258462131023407
97,0.15907780826091766,-0.011758522130548954,0.258462131023407
98,0.15907780826091766,-0.011758522130548954,0.258462131023407
99,0.15907780826091766,-0.011758522130548954,0.258462131023407
100,0.15907780826091766,-0.011758522130548954,0.258462131023407
101,0.15907780826091766,-0.011758522130548954,0.258462131023407
102,0.15907780826091766,-0.011758522130548954,0.258462131023407
103,0.15907780826091766,-0.011758522130548954,0.258462131023407
104,0.15907780826091766,-0.011758522130548954,0.258462131023407
105,0.15907780826091766,-0.011758522130548954,0.258462131023407
106,0.15907780826091766,-0.011758522130548954,0.258462131023407
107,0.15907780826091766,-0.011758522130548954,0.258462131023407
108,0.15907780826091766,-0.011758522130548954,0.258462131023407
109,0.15907780826091766,-0.011758522130548954,0.258462131023407
110,0.15907780826091766,-0.011758522130548954,0.258462131023407
111,0.15907780826091766,-0.011758522130548954,0.258462131023407
112,0.15907780826091766,-0.011758522130548954,0.258462131023407
113,0.15907780826091766,-0.011758522130548954,0.258462131023407
114,0.15907780826091766,-0.011758522130548954,0.258462131023407
115,0.15907780826091766,-0.011758522130548954,0.258462131023407
116,0.15907780826091766,-0.011758522130548954,0.258462131023407
117,0.15907780826091766,-0.011758522130548954,0.258462131023407
118,0.15907780826091766,-0.011758522130548954,0.258462131023407
119,0.15907780826091766,-0.011758522130548954,0.258462131023407
120,0.15907780826091766,-0.011758522130548954,0.258462131023407
121,0.15907780826091766,-0.011758522130548954,0.258462131023407
122,0.15907780826091766,-0.011758522130548954,0.258462131023407
123,0.15907780826091766,-0.011758522130548954,0.258462131023407
124,0.15907780826091766,-0.011758522130548954,0.258462131023407
125,0.15907780826091766,-0.011758522130548954,0.258462131023407
126,0.15907780826091766,-0.011758522130548954,0.258462131023407
127,0.15907780826091766,-0.011758522130548954,0.258462131023407
128,0.15907780826091766,-0.011758522130548954,0.258462131023407
129,0.15907780826091766,-0.011758522130548954,0.258462131023407
130,0.15907780826091766,-0.011758522130548954,0.258462131023407
131,0.15907780826091766,-0.011758522130548954,0.258462131023407
132,0.15907780826091766,-0.011758522130548954,0.258462131023407
133,0.15907780826091766,-0.011758522130548954,0.258462131023407
134,0.15907780826091766,-0.011758522130548954,0.258462131023407
135,0.15907780826091766,-0.011758522130548954,0.258462131023407
136,0.15907780826091766,-0.011758522130548954,0.258462131023407
137,0.15907780826091766,-0.011758522130548954,0.258462131023407
138,0.15907780826091766,-0.011758522130548954,0.258462131023407
139,0.15907780826091766,-0.011758522130548954,0.258462131023407
140,0.15907780826091766,-0.011758522130548954,0.258462131023407
141,0.15907780826091766,-0.011758522130548954,0.258462131023407
142,0.15907780826091766,-0.011758522130548954,0.258462131023407
143,0.15907780826091766,-0.011758522130548954,0.258462131023407
144,0.15907780826091766,-0.011758522130548954,0.258462131023407
145,0.15907780826091766,-0.011758522130548954,0.258462131023407
146,0.15907780826091766,-0.011758522130548954,0.258462131023407
147,0.15907780826091766,-0.011758522130548954,0.258462131023407
148,0.15907780826091766,-0.011758522130548954,0.258462131023407
149,0.15907780826091766,-0.011758522130548954,0.258462131023407
150,0.15907780826091766,-0.011758522130548954,0.258462131023407
