Frame,X,Y,Z
363,0.10700574517250061,0.03292275592684746,0.4021312892436981
364,0.07319236546754837,0.06619622558355331,0.41415905952453613
365,0.06186332181096077,0.07035977393388748,0.40195250511169434
366,0.061161741614341736,0.06871289014816284,0.3925441801548004
368,0.061280276626348495,0.07108969241380692,0.3933049440383911
373,0.062468934804201126,0.06330975890159607,0.3960998058319092
379,0.06252021342515945,0.0626089945435524,0.4012629985809326
383,0.06294474005699158,0.0684114471077919,0.40398767590522766
393,0.06641047447919846,0.059701669961214066,0.3971498906612396
405,0.0736856535077095,0.054166972637176514,0.41251182556152344
406,0.06608092784881592,0.05450174957513809,0.4091365933418274
407,0.074662946164608,0.05062828212976456,0.40926945209503174
408,0.08403746038675308,0.051428377628326416,0.4094434976577759
409,0.08581892400979996,0.049221355468034744,0.410516619682312
410,0.09294205904006958,0.04536601901054382,0.41094857454299927
411,0.10074932128190994,0.041456013917922974,0.41092005372047424
412,0.11314287036657333,0.03907446190714836,0.41052675247192383
413,0.12241078913211823,0.03358278423547745,0.4101931154727936
414,0.1298205703496933,0.03133692964911461,0.4114287495613098
416,0.15591229498386383,0.0517658032476902,0.41846492886543274
417,0.15441273152828217,0.05469934642314911,0.4165661334991455
418,0.16495122015476227,0.058745745569467545,0.41717588901519775
419,0.18819235265254974,0.06393101811408997,0.4479496479034424
420,0.19963717460632324,0.06374182552099228,0.4526549279689789
421,0.2103002667427063,0.06253886967897415,0.4628629684448242
422,0.22999264299869537,0.06831861287355423,0.4917973577976227
423,0.2719689607620239,0.0737588182091713,0.5699685215950012
424,0.43234097957611084,0.11461581289768219,0.8988977074623108
425,0.4816552400588989,0.12425068020820618,0.9744610786437988
426,0.5392680764198303,0.13291826844215393,1.0744861364364624
427,0.5002013444900513,0.12566038966178894,1.000436544418335
428,0.5658676028251648,0.14002685248851776,1.1148141622543335
429,0.6112403273582458,0.14569006860256195,1.177730917930603
430,0.5867895483970642,0.1420120745897293,1.1306194067001343
431,0.6287165880203247,0.15564799308776855,1.1853466033935547
432,0.6382497549057007,0.15684451162815094,1.2120100259780884
433,0.6498733758926392,0.16263478994369507,1.2385550737380981
434,0.7120785117149353,0.17755179107189178,1.3720247745513916
435,0.6629860997200012,0.16413190960884094,1.2499563694000244
436,0.6853113174438477,0.1790662258863449,1.325305700302124
