Frame,left X,left Y,left Z,left Yaw,left Pitch,left Roll,right X,right Y,right Z,right Yaw,right Pitch,right Roll
1,-0.702294358464275,-0.5355785726126259,0.6739700079085162,12.830597472415729,-31.838981933150848,-43.53041969195819,-0.33973274699748185,-0.5279579408302303,0.6671796910648728,0.378102871860888,-63.87832622222512,-38.675277366765286
2,-0.7028556461588696,-0.5350063550353613,0.6749926738739586,11.66776891014271,-32.82979479139693,-42.61018349993792,-0.34085908095400425,-0.5266871433366405,0.6703773784678296,2.113757612652763,-59.611338677223415,-38.19210949379023
3,-0.7028793196021278,-0.5347102042640358,0.6762967764540183,10.458646465191073,-31.443476441973015,-42.43565827655929,-0.3393901122552896,-0.526396437734126,0.6724898399382786,-2.1395282730349523,-60.55161272406563,-36.535843397870195
4,-0.7026635512795512,-0.534572385782347,0.6760755260800316,11.101562919913235,-28.06949361107827,-41.684789269788574,-0.3396993423725005,-0.5251182680402063,0.6709457225204697,0.39769438206485097,-63.740648716508446,-38.55002575121145
5,-0.7022363708675351,-0.5338794692790513,0.6755519030683469,10.760466416243904,-31.297606011269703,-42.49994905810074,-0.3392887081803433,-0.526205376503787,0.6718126532840633,-0.37175687438458366,-60.95955369669035,-37.22803309522359
6,-0.7018355156258075,-0.5341231449305095,0.6757863054713934,11.492910604586136,-29.36350535377515,-42.71049630334271,-0.3353268259180598,-0.523880206590482,0.6697923770863402,1.3214798443530207,-58.50875401671064,-39.76586258750567
7,-0.7016819181015413,-0.5333911416544156,0.6756389986417637,11.92266146888928,-31.07623880541778,-42.940094736265785,-0.3356295765417337,-0.5237779643968984,0.668359301682921,2.7300080798234903,-57.988898839315624,-40.069697528731126
8,-0.7013492295603364,-0.5339888152425115,0.6746922071179325,11.65530309048888,-31.586187665898947,-43.77298603343174,-0.3375363690081848,-0.5271351127583856,0.6692760000676451,1.4449080340432774,-59.93118925909205,-39.07918577604171
9,-0.7015988548761657,-0.5344778765481469,0.6761766328341331,10.345193731384397,-32.10098392621196,-41.85106491536824,-0.3330787406756484,-0.5253595372394995,0.6684961023377695,0.6617962074627644,-55.658062800233196,-41.2100641232196
10,-0.7007105057715634,-0.5336080123390997,0.6759473493110021,11.576389466168637,-28.69668997966077,-41.987768107252414,-0.33357543029281994,-0.525783261393688,0.6682963226660942,2.479198776052703,-52.544006869432785,-40.98705784131615
